Account ID,Org Name,Network ID,W-EH5 Type of resource consent,W-EH5 Comments,W-EH6 Resource consent reference number,W-EH7 Resource consent expiry date,W-EH7 Comments,W-EH7 Currently operating under this consent?,W-EH8 Consent status,W-EH8 Comments,W-EH5 to W-EH8 Data confidence
ACC-00008521,South Taranaki District Council,WWN-00272,Discharge to land,To discharge sludge and other residuals from the Eltham wastewater treatment plant and the Waimate West and Kapuni Water treatment plants onto and into land,R2/7571-1,2029-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WWN-00273,Discharge to air,To discharge emissions into the air from desludging and dewatering related activities at the Hawera Wastewater Treatment Plant,R2/10810-1.0,2052-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WWN-00273,Coastal permit,"Description: To discharge through a combined marine outfall into the Tasman Sea:
• municipal wastes (including trade wastes, meat processing and dairy industry wastes) from the reticulated sewerage systems in Hawera, Normanby and Eltham; and
• septic tank cleanings and other wastes transported by tanker from within the South Taranaki District;
following treatment in the oxidation ponds at the Hawera Waste Water Treatment Plant",R2/5079-2.0,2052-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WWN-00273,Discharge to water,"To discharge, as a consequence of high rainfall, partially treated wastewater from the Hawera Wastewater Treatment Plant into Unnamed Stream 22",R2/7520-1,2027-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WWN-00274,Discharge to water,To discharge treated municipal wastewater from the Kaponga Wastewater Treatment Plant into the Kaupokonui Stream,R2/0861-3,2029-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WWN-00275,Discharge to water,To discharge treated municipal wastewater from the Manaia Wastewater Treatment Plant into the Unnamed catchment 27,R2/1204-4,2029-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WWN-00276,Discharge to land,Discharge to Land and Water - To discharge treated municipal wastewater from the Opunake municipal oxidation pond and wetlands treatment system onto and into land and into Unnamed Stream 34,R2/4248-3.0,2036-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WWN-00276,Coastal permit,To occupy the coastal marine area with the Opunake marine outfall structure,R2/4577-4.0,2036-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WWN-00277,Coastal permit,To discharge treated municipal wastewater from the Patea Wastewater Treatment Plant into the Coastal Marine Area of the Patea River,R2/0067-3,2028-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WWN-00277,Discharge to water,"To discharge untreated wastewater only in emergency situations to the Patea River, within the coastal marine area",R2/0145-2,2028-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WWN-00277,Coastal permit,"To erect, place and maintain an oxidation pond discharge structure and an emergency overflow discharge structure as part of the Patea Wastewater Treatment System within the coastal marine area of the Patea River",R2/4576-2,2028-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WWN-00278,Discharge to land,To discharge treated domestic wastewater from the Waiinu Beach Waste Water Treatment Plant to land,R2/3769-4.1,2034-06-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008521,South Taranaki District Council,WWN-00279,Discharge to water,To discharge treated wastewater from the Waverley Municipal Oxidation Ponds System into an unnamed tributary of the Wairoa Stream,R2/0072-3.3,2022-06-01 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00008568,South Waikato District Council,WWN-00280,Discharge to land,,140049.01.01,2056-09-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008568,South Waikato District Council,WWN-00281,Discharge to water,,140126.01.01,2055-04-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008568,South Waikato District Council,WWN-00282,Discharge to water,,140124.01.01,2055-08-10 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008568,South Waikato District Council,WWN-00283,Discharge to water,,140055.01.01,2056-09-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001109,South Wairarapa District Council,WWN-00284,Discharge to air,,WAR970080 [20869],2012-08-25 00:00:00,No Comment,Yes,Operating under s124 RMA,No Comment,4 - Reliable
ACC-00001109,South Wairarapa District Council,WWN-00284,Discharge to land,,WAR970080 [23139],2012-08-25 00:00:00,No Comment,Yes,Operating under s124 RMA,No Comment,4 - Reliable
ACC-00001109,South Wairarapa District Council,WWN-00284,Discharge to water,,WAR970080 [30723],2012-08-25 00:00:00,No Comment,Yes,Operating under s124 RMA,No Comment,4 - Reliable
ACC-00001109,South Wairarapa District Council,WWN-00285,Discharge to water,,WAR080254 [26633],2051-02-11 00:00:00,No Comment,Yes,Active,No Comment,4 - Reliable
ACC-00001109,South Wairarapa District Council,WWN-00285,Discharge to land,,WAR080254 [33180],2051-02-11 00:00:00,No Comment,Yes,Active,No Comment,4 - Reliable
ACC-00001109,South Wairarapa District Council,WWN-00285,Discharge to air,,WAR080254 [33181],2051-02-11 00:00:00,No Comment,Yes,Active,No Comment,4 - Reliable
ACC-00001109,South Wairarapa District Council,WWN-00285,Discharge to land,,WAR080254 [33182],2051-02-11 00:00:00,No Comment,Yes,Active,No Comment,4 - Reliable
ACC-00001109,South Wairarapa District Council,WWN-00286,Discharge to water,,WAR040096 [30786],2025-09-30 00:00:00,No Comment,Yes,Active,No Comment,4 - Reliable
ACC-00001109,South Wairarapa District Council,WWN-00286,Discharge to air,,WAR040096 [30787],2025-09-30 00:00:00,No Comment,Yes,Active,No Comment,4 - Reliable
ACC-00001109,South Wairarapa District Council,WWN-00287,Discharge to land,,WAR040096 [30785],2025-09-30 00:00:00,No Comment,Yes,Active,No Comment,4 - Reliable
ACC-00001109,South Wairarapa District Council,WWN-00287,Discharge to water,,WAR120258 [31707],2051-03-15 00:00:00,No Comment,Yes,Active,No Comment,4 - Reliable
ACC-00001109,South Wairarapa District Council,WWN-00287,Discharge to land,,WAR120258 [32044],2051-03-15 00:00:00,No Comment,Yes,Active,No Comment,4 - Reliable
ACC-00001109,South Wairarapa District Council,WWN-00287,Discharge to air,,WAR120258 [32045],2051-03-15 00:00:00,No Comment,Yes,Active,No Comment,4 - Reliable
ACC-00001109,South Wairarapa District Council,WWN-00287,Discharge to land,,WAR120258 [33045],2051-03-15 00:00:00,No Comment,Yes,Active,No Comment,4 - Reliable
ACC-00001119,Southland District Council,WWN-00288,River,,201674,2024-02-02 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00001119,Southland District Council,WWN-00289,River,,301154,2033-02-21 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001119,Southland District Council,WWN-00290,River,,204630,2023-09-10 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00001119,Southland District Council,WWN-00291,River,,202712,2029-12-06 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001119,Southland District Council,WWN-00292,Land,,204085,2031-11-20 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001119,Southland District Council,WWN-00293,River,,201812,2024-09-07 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00001119,Southland District Council,WWN-00294,River,,20147390,2027-07-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001119,Southland District Council,WWN-00295,Land,,202648,2024-11-02 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00001119,Southland District Council,WWN-00296,River,,302704,2030-07-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001119,Southland District Council,WWN-00297,Land,,203450,2032-01-16 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001119,Southland District Council,WWN-00298,Land,,20147220-02,2037-04-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001119,Southland District Council,WWN-00299,Marine,,20157562,2040-12-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001119,Southland District Council,WWN-00300,Land,,202175,2039-08-09 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001119,Southland District Council,WWN-00301,Land,,20191493-01,2044-12-02 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001119,Southland District Council,WWN-00302,Land,,20181129-01,2034-07-05 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001119,Southland District Council,WWN-00303,River,,204083,2031-11-20 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001119,Southland District Council,WWN-00304,River,,,,Discharge to Water-92195 from Allaince Group,Yes,Active,Discharge to Water-92195 from Allaince Group,5 - Highly Reliable
ACC-00001119,Southland District Council,WWN-00305,River,,20223188,2028-12-08 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001119,Southland District Council,WWN-01004,Land,,302635,2039-11-18 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001119,Southland District Council,WWN-01005,Land,,205757,2029-03-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008528,Stratford District Council,WWN-00306,Discharge to water,,TRC-0196-5,2034-06-01 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00307,Discharge to water,Dannevirke Discharge to stream,ATH-2003008378.00,2027-12-09 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00307,Discharge to air,Dannevirke discharge to air,ATH-2003008379.00,2027-12-09 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00308,Discharge to water,Eketahuna discharge,ATH-2013010987.01,2028-08-16 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00308,Discharge to air,Eketahuna discharge to air,ATH-2013011395.01,2028-08-16 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00308,Discharge to land,Eketahuna  discharge to wetland,ATH-2015200247.00,2028-08-16 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00308,Land-use consent,Eketahuna wetland Construction Earth works,ATH-2018202078.00,2028-08-16 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00308,Land-use consent,Eketahuna Wetland Outlet Structure Constructure Earth Works,ATH-2018202079.00,2028-08-16 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00308,Land-use consent,Eketahuna Flood Diversion Earthworks,ATH-2018202080.00,2028-08-16 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00308,Discharge to land,Eketahuna discharge,ATH-2018202081.00,2028-08-16 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00309,Discharge to water,Norsewood,ATH-2010009861.01,2018-07-01 00:00:00,,Yes,Operating under s124 RMA,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00309,Discharge to land,Norsewood,ATH-2016200912.00,2018-07-01 00:00:00,,Yes,Operating under s124 RMA,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00309,Discharge to air,Norsewood,ATH-2016200913.00,2018-07-01 00:00:00,,Yes,Operating under s124 RMA,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00309,Land-use consent,Norsewood,ATH-2016200914.00,2018-07-01 00:00:00,,Yes,Operating under s124 RMA,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00310,Discharge to land,Ormondville,ATH-2009011932.00,2026-07-01 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00310,Discharge to water,Ormondville,ATH-2009011933.00,2026-07-01 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00311,Discharge to water,Pahiatua Discharge,ATH-199501433.02,2033-08-16 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00311,Discharge to land,Pahiatua Disc to land,ATH-2016200747.00,2033-08-16 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00311,Discharge to air,Pahiatua discharge to Air,ATH-2016200772.00,2033-08-16 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00311,Land-use consent,Pahiatua  earthworks,ATH-2017201543.00,2025-11-30 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00311,Discharge to land,Pahiatua Discharge to land,ATH-2017201544.00,2033-08-16 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00311,Land-use consent,Pahiatua Outfall Structure Land Distrurbance and Discharge of Sediment,ATH-2025207822.00,2030-06-24 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00312,Discharge to water,Pongaroa,ATH-2009010468.00,2019-04-30 00:00:00,,Yes,Operating under s124 RMA,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00313,Discharge to land,Woodville Discharge to Land (Pond & Wetland Seepage),ATH--2018202176.00,2037-12-14 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00313,Discharge to water,Woodville Discharge to Water,ATH-2008008883.03,2037-12-14 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00313,Discharge to air,Woodville Discharge to Air,ATH-2008011313.03,2037-12-14 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00313,Land-use consent,Woodville Earthworks,ATH-2014015265.01,2029-12-14 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008574,Tararua District Council,WWN-00313,Discharge to land,Woodville Discharge to Land,ATH-2021204294.00,2037-12-14 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00314,Discharge to water,Discharge of treated wastewater to water,RM080703,2034-07-01 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00314,Land-use consent,Outlet structure in bed of river,RM080704,2034-07-01 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00314,Discharge to air,Discharge of odour to air including for desludging,RM190490,2034-07-01 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00315,Discharge to water,Discharge of treated wastewater to coastal marine environment,RM141088,2035-10-15 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00315,Discharge to air,Discharge of odour to air including for desludging,RM141091,2035-10-15 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00315,Coastal permit,Coastal occupation and distrubance,RM141092,2035-10-15 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00315,Land-use consent,Earthworks for wetland,RM171013,2100-01-01 00:00:00,Unlimited,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00316,Land-use consent,Construction of WWTP,RM050611,2041-06-02 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00316,Discharge to land,Discharge of treated wastewater to land,RM050617V4,2041-06-02 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00316,Discharge to air,Discharge of odour from operation to air,RM050618,2041-06-02 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00316,Discharge to air,Discharge of odour from desludging to air,RM050843,2041-02-04 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00317,Discharge to land,Discharge of treated wastewater to land,RM130179,2038-04-16 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00317,Discharge to air,Discharge of odour to air,RM130180,2038-04-16 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00317,Land-use consent,Land use for the plant and reticulation system,RM130181,2100-01-01 00:00:00,Unlimited,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00318,Discharge to air,Discharge of odour from desludging to air,RM071078V1,2042-07-04 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00318,Discharge to land,Discharge of treated wastewater to land,RM080146V2,2038-07-04 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00318,Discharge to air,Discharge of odour to air,RM080166V2,2038-07-04 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00318,Land-use consent,Designation Extension for RIBs,RM100333,2100-01-01 00:00:00,Unlimited,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00319,Discharge to land,Discharge of treated wastewater to land,RM050391V4,2042-07-31 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00319,Discharge to air,Discharge of odour to air,RM070634V2,2042-07-31 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00319,Land-use consent,Designation for additional oxidation ponds,RM070699,2100-01-01 00:00:00,Unlimited,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00320,Discharge to land,Discharge of treated wastewater to land,NN010258V3,2042-07-11 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00320,Discharge to air,Discharge of odour to air,RM070404,2042-07-11 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00321,Discharge to land,,AUTH122518.01.01,2035-10-25 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00321,Discharge to air,,AUTH122519.01.01,2035-10-25 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00322,Discharge to land,,AUTH145993.01.01,2059-05-14 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00323,Discharge to land,,AUTH113402.01.01,2039-01-31 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00323,Discharge to air,,AUTH113402.02.01,2039-01-31 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00323,Land-use consent,,AUTH113402.03.01,2039-01-31 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00324,Discharge to land,,951023,2016-12-30 00:00:00,,Yes,Expired,Draft conditions issued. Final consent imminent,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00325,Discharge to land,,AUTH122515.01.01,2033-11-12 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00325,Discharge to air,,AUTH122517.02.01,2033-11-12 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00326,Discharge to land,,AUTH135813.01.01,2040-06-30 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00326,Discharge to air,,AUTH135813.02.01,2040-06-30 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00327,Discharge to land,,AUTH135810.01.01,2044-03-31 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00328,Discharge to land,,116596,2032-12-31 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00328,Discharge to air,,121289,2032-12-31 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00328,Discharge to land,,AUTH116596.01.02,2032-12-31 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00328,Discharge to land,,AUTH135630.01.01,2043-04-17 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00328,Land-use consent,,AUTH930618.01.01,2029-12-30 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00329,Discharge to water,,102927,2018-06-23 00:00:00,,Yes,Expired,Consent application onhold for consultation.,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00330,Discharge to land,,APP130354.01.01,2036-05-31 00:00:00,,Yes,Active,,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00331,Discharge to land,,AUTH138347.01.01,2039-01-31 00:00:00,,Yes,Active,,4 - Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Land-use consent,Replace 1.5 km of Wastewater Pipeline -  Wairakei - Santa Cruz Drive and Mandalay Key. Non-complying Activity in TCC Plan,RC15163,,Unlimited - No expiry stated,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Land-use consent,To construct new sewer main and remove vegetation in Greenbelt zone. Activity status not stated.,RC27287,,Unlimited - No expiry stated,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Other (Please identify in the comments section),Te Maunga WWTP - Second Bioreactor - Outline Plan,RC27467,,Unlimited - No expiry stated,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Land-use consent,Te Maunga WWTP to ocean outfall pipeline construction and operation. Activity status not stated,RC27640,,Unlimited - No expiry stated,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Land-use consent,Bethlehem Wastewater Pump Station - New Biofilter. Discretionary Activity in TCC City Plan,RC28536,,Unlimited - No expiry stated,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Land-use consent,Install replacement Wastewater Rising Main and Associate Structures. Discretionary Activity in TCC Plan,RC28857,,Unlimited - No expiry stated,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Coastal permit,Welcome Bay Estuary Sewer Main. Activitry status not stated,RC40210,2030-11-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Land-use consent,Waioraki Stream New Wastewater Pipe Crossing Streams. Ctivity status not stated,RC50898,2032-04-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Land-use consent,Otumanga Stream Wastewater Main. Activity status not stated,RC50980,2032-06-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Land-use consent,Kopurererua Stream Wastewater Pipeline (Waihi Rd Bridge). Discretionary Activity,RC60298,2040-05-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Land-use consent,Sewage Pipe Bridge over the Bed of a Tributary of Tauranga Harbour. Activity status not stated,RC62503.0.01-BC,2039-02-28 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Land-use consent,Wairakei Stream Wastewater Rising Main (Parton Rd). Activity status not stated,RC62591,2039-03-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Discharge to air,Discharge Odorous Gases Chapel Street WWTP. Discharge Permit to Discharge Odorous Gases,RC62722,2040-04-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Discharge to air,Discharge Odorous Gases Te Maunga WWTP. Discretionary Activity in TCC City Plan,RC62723,2040-04-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Discharge to water,Chapel St and Te Maunga WWTP Wastewater Discharge. Discretionary Activity,RC62878,2040-04-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Discharge to water,Te Maunga WWTP Discharge seepage of treated wastewater into Rangataua Bay. Activity status not stated,RC62881,2040-04-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Wastewater overflows,Chapel Street WWTP Secondary Treated Wastewater Overflow. Restricted Coastal Activity - Discharge to water,RC62882,2040-04-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Coastal permit,Chapel St WWTP Overflow Structure. Coastal Permit,RC62883,2040-04-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Wastewater overflows,Te Maunga WWTP Discharge secondary treated and disinfected wastewater overflow in extreme weather. Activity status not stated - discharge to water,RC62885,2040-04-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Land-use consent,Waioraka Stream Wastewater Pipeline (Owens Park). Discretionary Activity,RC63944,2041-08-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Land-use consent,Kopurererua Stream Wastewater Pipeline (Takitimu Drive). Discretionary Activity,RC64209,2041-10-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Coastal permit,Southern Pipeline Railway Bridge Harbour Crossing Option. Discretionary Activity,RC65151,2045-03-03 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Coastal permit,Comprehensive - Occupation of Space by Waste Water Infrastructure in Tauranga Harbour. Discretionary Activity,RC65178,2044-07-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Coastal permit,Southern Pipeline Submarine Harbour Crossing Occupation of Space. Discretionary Activity,RC65218,2045-03-03 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Coastal permit,Kaitemako Stream - Welcome Bay Wastewater Pipeline. Discretionary Activity,RC65607,2044-01-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Land-use consent,Lagoon Place Reserve Wastewater Main. Discretionary Activity,RC66856,2046-10-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Discharge to water,Discharge Fluorescein Dye to Pacific Ocean Outfall. Restricted Discretionary Activity,RC67202,2040-04-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Land-use consent,Ila Park Wastewater Pipeline. Discretionary Activity,RC67683,2048-11-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Coastal permit,Waimapu Estuary Wastewater Rising Main. Discretionary Activity,RC67715,2048-12-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Land-use consent,WWTP - Wastewater Rising Main - Renewal and realignment. Controlled Activity in TCC Plan,RC80050520,,Unlimited - No expiry stated,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Discharge to land,"Te Maunga WWTP -  Bioreactor, flow splitter and clarifier - Temporary discharge of stormwater. Discretionary Activity",RM20-0269-DC.01,2030-06-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Land-use consent,"Te Maunga WWTP -  Bioreactor, flow splitter and clarifier - Earthworks. Discretionary Activity",RM20-0269-LC.01,2030-06-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Water Take,"Te Maunga WWTP -  Bioreactor, flow splitter and clarifier - Groundwater Take for dewatering purposes. Discretionary Activity",RM20-0269-WT.01,2030-06-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Discharge to land,Te Maunga WWTP - Temporarily Discharge Dewatered Groundwater to Land. Discretionary Activity,RM21-0733-DC.01,2030-06-30 00:00:00,,Yes,Active,,5 - Highly Reliable
